Incident ID,Incident Number,Incident Category
1,180932387,Burglary
1,180956365,Other Miscellaneous
1,180935927,Robbery
2,180960952,Offences Against The Family And Children
1,180918882,Assault
2,186296492,Larceny Theft
1,190004302,Vandalism
2,180909449,Larceny Theft
1,180965576,Suspicious Occ
1,180937315,Other Miscellaneous
1,180942659,Malicious Mischief
1,186298153,Larceny Theft
1,180928148,Non-Criminal
1,180930933,Suspicious Occ
1,180946491,Suspicious Occ
1,180930563,Other Miscellaneous
1,180957670,Missing Person
1,180916002,Warrant
1,180909057,Fraud
2,180915725,Missing Person
1,180953731,Assault
1,180946457,Other Miscellaneous
1,180936066,Assault
1,180968467,Larceny Theft
1,180983926,Larceny Theft
1,180965902,Larceny Theft
1,180738737,Larceny Theft
1,180927764,Traffic Violation Arrest
1,180976523,Larceny Theft
1,180897399,Missing Person
1,180924970,Non-Criminal
1,180945114,Other Miscellaneous
1,180957288,Larceny Theft
1,180920019,Other Miscellaneous
1,180942693,Robbery
2,180949702,Larceny Theft
1,180980433,Motor Vehicle Theft
1,186288427,Larceny Theft
1,186278315,Larceny Theft
1,180934866,Burglary
1,180938216,Non-Criminal
1,196010232,Larceny Theft
1,180916911,Fraud
1,180983932,Motor Vehicle Theft
1,180945647,Malicious Mischief
1,180961132,Larceny Theft
1,180695115,Drug Offense
1,186290397,Larceny Theft
1,190001524,Motor Vehicle Theft
1,180945142,Malicious Mischief
1,180974232,Assault
1,180960275,Fraud
1,180946510,Offences Against The Family And Children
1,180915913,Other Miscellaneous
2,180945556,Assault
1,180978234,Larceny Theft
1,180909176,Suspicious Occ
1,180943895,Larceny Theft
1,180926841,Offences Against The Family And Children
1,180933385,Miscellaneous Investigation
1,180948259,Recovered Vehicle
1,180976799,Malicious Mischief
1,180981447,Non-Criminal
1,180962027,Other Miscellaneous
1,180965504,Robbery
1,180951127,Suspicious Occ
1,180960758,Larceny Theft
1,180845019,Non-Criminal
1,180921299,Recovered Vehicle
1,180962384,Non-Criminal
1,180933125,Warrant
1,186302481,Malicious Mischief
1,180921647,Larceny Theft
1,180943516,Burglary
1,180945255,Larceny Theft
1,180969750,Larceny Theft
1,180917016,Assault
1,180927394,Robbery
1,180972703,Larceny Theft
1,180935278,Traffic Violation Arrest
1,186282106,Larceny Theft
1,180921001,Larceny Theft
1,180966643,Other Miscellaneous
1,186284215,Larceny Theft
1,196000114,Lost Property
1,180922601,Warrant
1,180965203,Warrant
1,186295836,Malicious Mischief
1,180942132,Fraud
1,180916284,Other Miscellaneous
2,180921625,Non-Criminal
2,180966687,Larceny Theft
1,180928881,Larceny Theft
1,186291464,Larceny Theft
1,186298874,Larceny Theft
1,190038925,Malicious Mischief
1,190089257,Offences Against The Family And Children
2,180946372,Burglary
1,180927742,Non-Criminal
1,180966916,Robbery
1,180908849,Burglary
2,180938294,Missing Person
1,196002057,Larceny Theft
1,180914573,Larceny Theft
1,186293915,Larceny Theft
1,186287071,Larceny Theft
1,180926879,Larceny Theft
1,180917618,Disorderly Conduct
1,186298028,Larceny Theft
1,180930240,Other Miscellaneous
1,180952379,Assault
1,180959422,Larceny Theft
1,186297569,Larceny Theft
1,186299985,Larceny Theft
1,180964487,Larceny Theft
1,190024485,Courtesy Report
1,180921045,Warrant
1,180985524,Other Miscellaneous
1,180936759,Warrant
1,180951791,Larceny Theft
2,180938705,Warrant
1,180940380,Other Miscellaneous
1,180961198,Larceny Theft
1,180966643,Malicious Mischief
1,186286023,Larceny Theft
1,180981099,Burglary
2,180905215,Other Miscellaneous
1,180970729,Fraud
1,180922316,Recovered Vehicle
3,180931389,Robbery
1,180965372,Other Miscellaneous
1,180979226,Stolen Property
1,180967657,Stolen Property
1,180967403,Robbery
2,186287344,Malicious Mischief
1,180932995,Lost Property
1,180969835,Malicious Mischief
1,186281493,Larceny Theft
1,180936878,Non-Criminal
1,180964283,Lost Property
1,180982025,Motor Vehicle Theft
1,180908811,Prostitution
1,180909182,Other Offenses
2,180928706,Assault
2,180937600,Assault
1,186289055,Lost Property
1,180946651,Larceny Theft
1,180916579,Non-Criminal
1,180907700,Missing Person
1,180938711,Larceny Theft
1,180963467,Robbery
1,186297484,Larceny Theft
1,180981378,Motor Vehicle Theft
1,180979298,Disorderly Conduct
1,180953355,Malicious Mischief
1,180966154,Larceny Theft
1,180921396,Burglary
1,180946457,Malicious Mischief
1,180950254,Malicious Mischief
1,186281051,Larceny Theft
1,180943544,Traffic Collision
1,186278183,Larceny Theft
1,180812654,Recovered Vehicle
1,190005021,Larceny Theft
1,180966574,Larceny Theft
1,180929823,Drug Offense
1,180970092,Larceny Theft
1,180931765,Other Miscellaneous
1,186277373,Lost Property
1,180916529,Robbery
1,180980267,Assault
1,180912997,Non-Criminal
1,180916858,Fraud
1,180969471,Other Miscellaneous
1,180977703,Other Miscellaneous
1,180941980,Larceny Theft
1,186289500,Larceny Theft
1,190071583,Missing Person
1,186281142,Larceny Theft
1,180952761,Larceny Theft
1,180942706,Weapons Carrying Etc
1,180931862,Larceny Theft
1,180949887,Assault
2,180975901,Missing Person
1,180971987,Larceny Theft
1,180950486,Other Miscellaneous
1,180921603,Non-Criminal
1,186279006,Larceny Theft
1,186302124,Larceny Theft
1,180917577,Larceny Theft
1,180953151,Larceny Theft
1,180918462,Offences Against The Family And Children
1,180968489,Other Miscellaneous
1,180896200,Non-Criminal
1,180947182,Assault
1,186296975,Larceny Theft
1,180972775,Burglary
1,180978773,Larceny Theft
1,180962168,Larceny Theft
1,180946532,Suspicious Occ
1,180919313,Robbery
1,190067526,Fraud
1,180976307,Larceny Theft
1,180949661,Non-Criminal
1,186294565,Larceny Theft
1,180942126,Larceny Theft
1,180959591,Other Miscellaneous
1,186292268,Larceny Theft
1,190084661,Fraud
1,180920859,Burglary
1,196002897,Larceny Theft
1,180914799,Drug Offense
1,180920558,Larceny Theft
3,180966897,Burglary
1,180974696,Arson
2,180931373,Robbery
1,186289544,Larceny Theft
1,180916927,Larceny Theft
1,180956804,Assault
1,186283035,Larceny Theft
1,180968564,Larceny Theft
1,180914727,Traffic Violation Arrest
1,180916234,Other Miscellaneous
1,180926142,Burglary
2,180933216,Missing Person
1,180953402,Other Miscellaneous
1,180962710,Offences Against The Family And Children
1,190006944,Larceny Theft
1,180953327,Other Miscellaneous
1,180960548,Offences Against The Family And Children
1,180983879,Motor Vehicle Theft
1,180957777,Robbery
1,186288994,Larceny Theft
1,180909552,Non-Criminal
1,180926164,Larceny Theft
1,186283132,Lost Property
2,180933307,Burglary
1,180961706,Disorderly Conduct
1,180977167,Larceny Theft
1,186279965,Larceny Theft
1,180976238,Larceny Theft
1,180968677,Larceny Theft
1,180982661,Recovered Vehicle
1,186296254,Larceny Theft
1,180912812,Offences Against The Family And Children
2,180944837,Other Miscellaneous
1,180920677,Larceny Theft
1,186282805,Larceny Theft
1,180981083,Larceny Theft
1,180948356,Larceny Theft
1,180942477,Non-Criminal
1,180976539,Fraud
1,180980358,Assault
1,180925649,Offences Against The Family And Children
1,180964932,Other Offenses
1,180935228,Malicious Mischief
1,180948663,Disorderly Conduct
1,186289566,Lost Property
1,186288803,Larceny Theft
1,186278860,Larceny Theft
1,186280570,Larceny Theft
1,180914852,Larceny Theft
1,180909405,Other Miscellaneous
1,180953004,Suspicious Occ
1,180546881,Burglary
1,180916541,Assault
2,180951650,Assault
1,180927617,Larceny Theft
1,180932882,Other Miscellaneous
1,180916325,Larceny Theft
2,180979129,Weapons Carrying Etc
1,196022209,Larceny Theft
1,180978723,Missing Person
1,180931652,Other Miscellaneous
1,180954626,Non-Criminal
1,186298062,Larceny Theft
1,180982978,Assault
1,180967641,Larceny Theft
1,180952896,Warrant
1,180935052,Warrant
1,180947938,Other Miscellaneous
1,180945443,Assault
1,180975155,Suspicious Occ
1,180959002,Motor Vehicle Theft
1,180933272,Suspicious Occ
1,180145502,Warrant
1,180922037,Other Miscellaneous
1,180927510,Motor Vehicle Theft
1,180955840,Other Miscellaneous
1,190009227,Missing Person
1,186300792,Larceny Theft
1,180930682,Assault
1,180933103,Assault
1,180944398,Assault
1,180920122,Larceny Theft
1,180927071,Motor Vehicle Theft
1,196000283,Larceny Theft
1,190008865,Burglary
1,180979812,Fraud
1,180957692,Traffic Violation Arrest
1,180939208,Larceny Theft
1,186291107,Lost Property
2,180922300,Offences Against The Family And Children
1,180967215,Larceny Theft
1,180980132,Larceny Theft
1,180951832,Other Miscellaneous
1,180943497,Other Miscellaneous
2,180916488,Missing Person
1,180971169,Assault
1,186281421,Larceny Theft
1,180970525,Larceny Theft
1,186299800,Larceny Theft
1,180955878,Malicious Mischief
1,186295256,Larceny Theft
1,180979743,Motor Vehicle Theft
1,180924049,Traffic Violation Arrest
1,180946134,Offences Against The Family And Children
1,186298818,Larceny Theft
1,180933658,Assault
1,186301825,Larceny Theft
1,180908689,Recovered Vehicle
1,180936408,Recovered Vehicle
1,180940697,Offences Against The Family And Children
2,180946065,Larceny Theft
1,180977985,Non-Criminal
1,186300372,Larceny Theft
1,180935933,Fraud
1,186283615,Larceny Theft
1,180960526,Larceny Theft
1,180963815,Other Miscellaneous
1,186286170,Lost Property
1,180910327,Assault
1,180962174,Larceny Theft
1,186279147,Malicious Mischief
2,180934076,Drug Offense
1,180908275,Other Miscellaneous
1,180934509,Other Miscellaneous
1,180940233,Motor Vehicle Theft
1,180936339,Larceny Theft
1,180919379,Assault
1,180919909,Larceny Theft
1,186281722,Lost Property
1,196002217,Larceny Theft
1,180913901,Traffic Violation Arrest
1,186283546,Larceny Theft
2,180945603,Missing Person
1,180956036,Malicious Mischief
1,186278531,Larceny Theft
1,180923916,Larceny Theft
1,180945653,Assault
1,186295795,Larceny Theft
1,180920796,Drug Offense
2,180932155,Warrant
1,180911284,Other Miscellaneous
1,180917680,Motor Vehicle Theft
1,180982746,Other Miscellaneous
1,180981889,Larceny Theft
1,180929845,Assault
2,180958010,Larceny Theft
1,180960805,Larceny Theft
1,180984598,Missing Person
1,180969039,Motor Vehicle Theft
1,186286772,Larceny Theft
1,186278133,Larceny Theft
1,180963611,Robbery
1,186296646,Lost Property
1,190033254,Larceny Theft
1,186288574,Larceny Theft
1,180934612,Non-Criminal
1,180984344,Stolen Property
1,186300485,Larceny Theft
1,180979577,Non-Criminal
1,180923530,Larceny Theft
1,180976658,Larceny Theft
1,180983885,Larceny Theft
1,180919357,Disorderly Conduct
1,180921534,Fraud
1,186293391,Larceny Theft
1,180959444,Non-Criminal
1,180952307,Fraud
1,180980160,Warrant
1,180975008,Larceny Theft
1,180947643,Burglary
1,180912931,Stolen Property
1,186287429,Lost Property
4,180907051,Larceny Theft
1,180961160,Suspicious Occ
1,180971090,Other Miscellaneous
1,180937519,Burglary
1,180920019,Assault
1,180944291,Motor Vehicle Theft
1,180952965,Burglary
1,180955765,Larceny Theft
1,186294725,Malicious Mischief
1,186301853,Larceny Theft
1,180933432,Weapons Offense
1,180746815,Missing Person
1,180979113,Larceny Theft
1,180948215,Suspicious Occ
1,186279238,Larceny Theft
1,180938329,Recovered Vehicle
1,180925423,Larceny Theft
1,180950759,Disorderly Conduct
1,180936113,Burglary
1,186283972,Larceny Theft
1,180960811,Larceny Theft
1,186302453,Lost Property
1,180979157,Lost Property
1,180960974,Offences Against The Family And Children
1,180951127,Larceny Theft
1,186288922,Larceny Theft
1,186293595,Larceny Theft
1,180970183,Non-Criminal
1,189005620,Other Miscellaneous
1,180927162,Malicious Mischief
1,180945318,Assault
1,180963376,Larceny Theft
1,186291903,Lost Property
1,186281982,Larceny Theft
2,180946758,Offences Against The Family And Children
1,180961057,Non-Criminal
1,180974436,Non-Criminal
1,180930591,Drug Offense
1,180967986,Larceny Theft
4,180973507,Malicious Mischief
1,180942881,Larceny Theft
1,180927764,Warrant
1,180918995,Recovered Vehicle
1,180979947,Larceny Theft
1,180967469,Weapons Offense
1,186291668,Larceny Theft
1,180959228,Missing Person
1,186284124,Larceny Theft
1,180520330,Burglary
1,180942803,Disorderly Conduct
1,180969766,Non-Criminal
1,186280332,Larceny Theft
1,180944332,Assault
1,189005965,Fraud
1,180961091,Fraud
1,180922128,Larceny Theft
1,189005573,Fraud
1,180916284,Assault
1,180980057,Non-Criminal
1,186281647,Larceny Theft
1,180939593,Other Miscellaneous
1,180911698,Drug Offense
1,180979549,Suspicious Occ
1,180931527,Disorderly Conduct
1,180913616,Other Miscellaneous
1,180921982,Traffic Violation Arrest
1,180941112,Family Offense
2,180953935,Robbery
1,180924823,Non-Criminal
1,186291969,Malicious Mischief
1,180909029,Non-Criminal
1,180951478,Assault
1,190018842,Larceny Theft
1,180919965,Recovered Vehicle
1,180959983,Other Miscellaneous
1,180913826,Miscellaneous Investigation
1,180911353,Non-Criminal
1,180965805,Larceny Theft
1,190000902,Motor Vehicle Theft
1,180965297,Recovered Vehicle
1,180911121,Other Miscellaneous
1,180942530,Motor Vehicle Theft
1,186296737,Larceny Theft
1,180950094,Assault
1,180980518,Larceny Theft
1,186299496,Larceny Theft
1,180943522,Assault
1,186291630,Larceny Theft
1,180939559,Non-Criminal
1,180957169,Assault
1,180944859,Other
1,180938727,Other Miscellaneous
1,180957476,Non-Criminal
1,180959886,Other Miscellaneous
1,180923784,Larceny Theft
1,186298335,Larceny Theft
2,180931254,Missing Person
1,170918397,Warrant
1,180962124,Assault
1,180976727,Motor Vehicle Theft
1,180915349,Non-Criminal
1,180950204,Warrant
1,180925473,Recovered Vehicle
1,196000120,Lost Property
1,190014470,Larceny Theft
1,180954284,Malicious Mischief
1,186289334,Larceny Theft
1,186292230,Larceny Theft
1,186297616,Larceny Theft
1,190000140,Non-Criminal
1,180923289,Warrant
1,180955981,Disorderly Conduct
1,180977474,Offences Against The Family And Children
1,186292387,Larceny Theft
1,186290052,Malicious Mischief
1,180966831,Larceny Theft
1,186281788,Lost Property
1,180934800,Assault
1,180949768,Larceny Theft
1,186286487,Larceny Theft
1,180985057,Larceny Theft
1,180899210,Drug Offense
1,180912016,Suspicious Occ
1,186300366,Malicious Mischief
1,180800370,Warrant
1,180913309,Case Closure
1,180981475,Offences Against The Family And Children
1,186286158,Larceny Theft
1,180954557,Warrant
1,186287742,Larceny Theft
2,180982172,Offences Against The Family And Children
1,186286829,Larceny Theft
1,180985085,Burglary
1,180924497,Robbery
1,180917389,Disorderly Conduct
2,180929099,Assault
1,180953872,Larceny Theft
2,180905419,Fraud
1,186292848,Malicious Mischief
1,180973400,Larceny Theft
1,180914147,Motor Vehicle Theft
1,180906627,Assault
1,180945409,Assault
1,180746081,Sex Offense
1,180983603,Recovered Vehicle
1,180950442,Malicious Mischief
1,180919595,Motor Vehicle Theft
1,180964017,Assault
1,180580663,Disorderly Conduct
1,180938921,Larceny Theft
1,180985461,Assault
1,186286750,Malicious Mischief
1,186281302,Larceny Theft
1,180982467,Offences Against The Family And Children
1,186294496,Larceny Theft
1,180928524,Traffic Violation Arrest
1,180950339,Other Miscellaneous
1,180970218,Larceny Theft
1,180910628,Assault
1,180943566,Larceny Theft
1,186289613,Lost Property
1,180967077,Assault
1,180969534,Other Offenses
1,180983562,Disorderly Conduct
1,196004019,Larceny Theft
1,180954187,Larceny Theft
1,180967049,Drug Offense
1,180941366,Larceny Theft
1,186294355,Malicious Mischief
1,186284475,Larceny Theft
1,190004700,Motor Vehicle Theft
1,180925235,Miscellaneous Investigation
1,170352604,Warrant
1,180911610,Drug Offense
1,180980063,Motor Vehicle Theft
1,186288524,Larceny Theft
2,180927128,Missing Person
1,180931561,Suspicious Occ
1,190075836,Burglary
2,180963702,Assault
1,186285912,Lost Property
1,180932309,Drug Offense
1,186285423,Lost Property
1,180947342,Other Miscellaneous
1,180970484,Warrant
1,186284629,Larceny Theft
1,180963796,Larceny Theft
1,180960877,Suspicious Occ
1,190006803,Larceny Theft
1,180971727,Vehicle Impounded
1,180981102,Robbery
1,180907409,Other Miscellaneous
1,180954137,Offences Against The Family And Children
1,190001477,Motor Vehicle Theft
1,180959381,Larceny Theft
1,186279567,Larceny Theft
1,180972593,Assault
1,180331165,Fraud
3,180981005,Other Miscellaneous
1,180882328,Assault
1,186282015,Larceny Theft
1,180949100,Other Miscellaneous
1,180952250,Other Miscellaneous
1,186298830,Larceny Theft
2,180958402,Robbery
1,180965526,Larceny Theft
1,190008774,Larceny Theft
1,180954400,Miscellaneous Investigation
1,180967776,Larceny Theft
1,180907186,Non-Criminal
1,186280520,Larceny Theft
1,186294399,Larceny Theft
1,180915402,Other Miscellaneous
1,186291408,Larceny Theft
1,180979511,Lost Property
1,180962566,Drug Offense
1,186278440,Larceny Theft
2,180931903,Other Offenses
1,180961881,Warrant
1,180937064,Non-Criminal
1,180980273,Recovered Vehicle
1,180979834,Motor Vehicle Theft
1,180983283,Larceny Theft
1,186290375,Larceny Theft
1,180923972,Non-Criminal
1,180970951,Robbery
2,180983255,Warrant
1,186279175,Malicious Mischief
1,186279379,Larceny Theft
1,180932644,Other Miscellaneous
1,180924851,Traffic Violation Arrest
3,180945750,Larceny Theft
1,180949655,Larceny Theft
1,180925912,Larceny Theft
1,190036703,Fraud
1,180928803,Larceny Theft
1,180964465,Warrant
1,186299941,Larceny Theft
1,180948099,Case Closure
1,186288029,Larceny Theft
1,180972571,Non-Criminal
1,180917743,Traffic Violation Arrest
1,180960429,Fraud
1,180958151,Assault
1,180944542,Larceny Theft
1,180975268,Recovered Vehicle
1,180964807,Suspicious Occ
1,180955737,Non-Criminal
1,180901081,Larceny Theft
1,180918161,Warrant
1,186295698,Larceny Theft
1,180966847,Assault
2,180908429,Warrant
1,180914222,Lost Property
1,180918945,Suspicious Occ
1,180939032,Other Miscellaneous
1,186283778,Larceny Theft
1,180929265,Offences Against The Family And Children
1,180925774,Lost Property
1,180961273,Motor Vehicle Theft
1,180932252,Missing Person
1,180911626,Larceny Theft
1,180919573,Burglary
1,186284221,Malicious Mischief
1,180914125,Assault
1,180927059,Larceny Theft
1,180966079,Fraud
1,180971357,Motor Vehicle Theft
1,180918456,Malicious Mischief
1,180948704,Assault
1,180943152,Warrant
1,180929544,Robbery
1,180936088,Assault
1,186290115,Lost Property
1,186283461,Larceny Theft
1,180935347,Disorderly Conduct
1,180944592,Assault
1,180952498,Recovered Vehicle
1,186298131,Larceny Theft
1,186290284,Larceny Theft
2,180940772,Other Miscellaneous
1,180938313,Motor Vehicle Theft
1,180939515,Other Miscellaneous
